  0.082520,  0.733887,  0.588379,1478545178.201
  0.084961,  0.689941,  0.601563,1478545178.231
  0.093262,  0.695313,  0.597656,1478545178.244
  0.087402,  0.706055,  0.594727,1478545178.262
  0.083984,  0.711426,  0.596191,1478545178.283
  0.091797,  0.708496,  0.595215,1478545178.306
  0.096680,  0.721191,  0.578613,1478545178.321
  0.099609,  0.730957,  0.580566,1478545178.352
  0.098145,  0.745605,  0.567383,1478545178.365
  0.092773,  0.725586,  0.566895,1478545178.382
  0.084961,  0.702148,  0.591797,1478545178.404
  0.090332,  0.703613,  0.597168,1478545178.425
  0.096680,  0.709961,  0.594238,1478545178.449
  0.091797,  0.704102,  0.587402,1478545178.464
  0.101074,  0.719727,  0.585938,1478545178.485
  0.091797,  0.718262,  0.575684,1478545178.509
  0.095215,  0.721680,  0.584473,1478545178.524
  0.094238,  0.713867,  0.592285,1478545178.545
  0.091797,  0.717285,  0.586426,1478545178.562
  0.093750,  0.711914,  0.594238,1478545178.584
  0.092285,  0.703613,  0.595703,1478545178.605
  0.085449,  0.702637,  0.595703,1478545178.628
  0.086914,  0.716309,  0.584961,1478545178.643
  0.089844,  0.711426,  0.585938,1478545178.666
  0.092773,  0.718262,  0.583008,1478545178.680
  0.091309,  0.721680,  0.583496,1478545178.703
  0.091309,  0.712402,  0.590820,1478545178.726
  0.094238,  0.711914,  0.584961,1478545178.741
  0.104004,  0.728516,  0.581543,1478545178.765
  0.088867,  0.723633,  0.582031,1478545178.786
  0.091797,  0.707520,  0.583984,1478545178.800
  0.092285,  0.712891,  0.587402,1478545178.823
  0.091309,  0.716797,  0.588379,1478545178.846
  0.095703,  0.729980,  0.575195,1478545178.861
  0.086426,  0.727051,  0.581543,1478545178.884
  0.088867,  0.719727,  0.583984,1478545178.912
  0.095215,  0.713867,  0.583496,1478545178.920
  0.089844,  0.715820,  0.578613,1478545178.944
  0.091797,  0.720215,  0.588379,1478545178.966
  0.099121,  0.716797,  0.583008,1478545178.980
  0.092773,  0.719727,  0.578613,1478545179.004
  0.088867,  0.725098,  0.583496,1478545179.026
  0.090820,  0.714844,  0.583496,1478545179.778
  0.089355,  0.709961,  0.585938,1478545179.778
  0.092773,  0.717285,  0.587891,1478545179.778
  0.093262,  0.717773,  0.583496,1478545179.778
  0.094727,  0.718262,  0.581055,1478545179.779
  0.087402,  0.720215,  0.587891,1478545179.779
  0.092773,  0.718750,  0.583496,1478545179.779
  0.093262,  0.726563,  0.583008,1478545179.780
  0.091309,  0.722656,  0.581543,1478545179.780
  0.093750,  0.714844,  0.576660,1478545179.780
  0.091797,  0.726563,  0.582520,1478545179.780
  0.092773,  0.718262,  0.579102,1478545179.780
  0.089844,  0.721680,  0.597656,1478545179.780
  0.102051,  0.710938,  0.563965,1478545179.780
  0.086914,  0.748047,  0.575195,1478545179.786
  0.080566,  0.721191,  0.582031,1478545179.786
  0.095215,  0.693359,  0.598145,1478545179.786
  0.089844,  0.705078,  0.595215,1478545179.786
  0.093262,  0.719727,  0.579590,1478545179.786
  0.094727,  0.724121,  0.585938,1478545179.786
  0.089844,  0.714355,  0.583008,1478545179.786
  0.087891,  0.725586,  0.582520,1478545179.786
  0.093750,  0.731934,  0.582031,1478545179.786
  0.091797,  0.718750,  0.579102,1478545179.787
  0.086914,  0.717773,  0.584473,1478545179.787
  0.087402,  0.711914,  0.583008,1478545179.787
  0.086914,  0.715332,  0.575684,1478545179.787
  0.094727,  0.716797,  0.583008,1478545179.787
  0.090820,  0.721680,  0.583984,1478545179.789
  0.097656,  0.715332,  0.575684,1478545179.789
  0.094238,  0.714355,  0.584961,1478545179.789
  0.092285,  0.727051,  0.573242,1478545179.789
  0.092773,  0.733887,  0.570313,1478545179.790
  0.095703,  0.731934,  0.574707,1478545179.790
  0.088867,  0.722656,  0.568359,1478545179.790
  0.090820,  0.719238,  0.583008,1478545179.790
  0.097168,  0.720215,  0.583984,1478545179.790
  0.090820,  0.718262,  0.579102,1478545179.790
  0.098145,  0.728027,  0.574707,1478545179.790
  0.092285,  0.729004,  0.574219,1478545179.811
  0.097656,  0.716797,  0.582031,1478545179.835
  0.093262,  0.715332,  0.580566,1478545179.850
  0.091797,  0.723145,  0.579590,1478545179.871
  0.096191,  0.730469,  0.566895,1478545179.894
  0.096191,  0.727539,  0.579590,1478545179.909
  0.091309,  0.717773,  0.571777,1478545179.932
  0.087402,  0.719727,  0.579102,1478545179.949
  0.094727,  0.716797,  0.577637,1478545179.972
  0.088867,  0.725098,  0.577637,1478545179.992
  0.092285,  0.724121,  0.577637,1478545180.023
  0.089355,  0.720215,  0.573242,1478545180.029
  0.087891,  0.722168,  0.583984,1478545180.052
  0.096191,  0.732910,  0.573242,1478545180.069
  0.096191,  0.728516,  0.569336,1478545180.089
  0.093750,  0.726074,  0.573730,1478545180.112
  0.098145,  0.713867,  0.561035,1478545180.129
  0.097656,  0.739258,  0.555176,1478545180.149
  0.093262,  0.754883,  0.558594,1478545180.173
  0.099121,  0.744629,  0.556152,1478545180.189
  0.097656,  0.729004,  0.565918,1478545180.210
  0.102539,  0.728027,  0.561523,1478545180.248
  0.098633,  0.741211,  0.565430,1478545180.251
  0.094727,  0.731934,  0.555176,1478545180.270
  0.082031,  0.726563,  0.565918,1478545180.302
  0.080078,  0.722168,  0.572754,1478545180.309
  0.095215,  0.728027,  0.562988,1478545180.330
  0.092773,  0.745117,  0.553223,1478545180.351
  0.095703,  0.750488,  0.551758,1478545180.369
  0.100098,  0.740723,  0.549805,1478545180.390
  0.092285,  0.743164,  0.557129,1478545180.412
  0.095215,  0.736328,  0.567383,1478545180.437
  0.090332,  0.729492,  0.560547,1478545180.452
  0.088379,  0.735840,  0.564941,1478545180.480
  0.086426,  0.736816,  0.573242,1478545180.489
  0.089355,  0.731934,  0.567383,1478545180.510
  0.091309,  0.723145,  0.562012,1478545180.532
  0.097656,  0.726074,  0.558594,1478545180.549
  0.097168,  0.737793,  0.556641,1478545180.572
  0.097168,  0.740234,  0.559082,1478545180.592
  0.094727,  0.741211,  0.550781,1478545180.609
  0.090332,  0.738770,  0.557129,1478545180.632
  0.085938,  0.743652,  0.565430,1478545180.651
  0.087402,  0.727051,  0.571777,1478545180.669
  0.085449,  0.715820,  0.583008,1478545180.692
  0.091797,  0.724609,  0.555176,1478545180.714
  0.094727,  0.752930,  0.547363,1478545180.729
  0.091309,  0.751953,  0.558105,1478545180.759
  0.102051,  0.742676,  0.551758,1478545180.771
  0.089355,  0.737305,  0.562988,1478545180.789
  0.086914,  0.728516,  0.571777,1478545180.812
  0.094238,  0.729492,  0.582031,1478545180.831
  0.089844,  0.741699,  0.548828,1478545180.850
  0.096680,  0.746094,  0.539551,1478545180.872
  0.091309,  0.757813,  0.560059,1478545180.893
  0.094238,  0.729980,  0.581055,1478545180.909
  0.088867,  0.727539,  0.573730,1478545180.932
  0.092773,  0.716797,  0.571289,1478545180.959
  0.095215,  0.723145,  0.576660,1478545180.970
  0.083008,  0.733398,  0.565918,1478545180.992
  0.078613,  0.753418,  0.562500,1478545181.012
  0.092773,  0.753906,  0.574219,1478545181.037
  0.098633,  0.739746,  0.561523,1478545181.052
  0.104492,  0.705566,  0.561035,1478545181.079
  0.080078,  0.706543,  0.581543,1478545181.089
  0.066895,  0.710449,  0.599121,1478545181.111
  0.090332,  0.689453,  0.603516,1478545181.132
  0.094238,  0.704102,  0.592285,1478545181.149
  0.083008,  0.719238,  0.577637,1478545181.172
  0.090820,  0.726563,  0.565430,1478545181.192
  0.089844,  0.733887,  0.567871,1478545181.208
  0.086914,  0.718750,  0.581055,1478545181.238
  0.089844,  0.715332,  0.586914,1478545181.252
  0.091309,  0.708496,  0.584473,1478545181.268
  0.089844,  0.707520,  0.591797,1478545181.291
  0.090332,  0.714844,  0.584961,1478545181.313
  0.096680,  0.738770,  0.584961,1478545181.328
  0.093750,  0.732422,  0.573730,1478545181.358
  0.091309,  0.719727,  0.578613,1478545181.372
  0.088867,  0.713379,  0.586914,1478545181.388
  0.092285,  0.717773,  0.587402,1478545181.411
  0.094238,  0.711426,  0.583496,1478545181.432
  0.096191,  0.713867,  0.583984,1478545181.449
  0.086914,  0.713867,  0.591309,1478545181.471
  0.098145,  0.718262,  0.583008,1478545181.501
  0.091797,  0.726563,  0.581543,1478545181.515
  0.099609,  0.713867,  0.579590,1478545181.531
  0.098145,  0.722656,  0.586426,1478545181.562
  0.091309,  0.724609,  0.575684,1478545181.569
  0.095215,  0.715820,  0.587402,1478545181.591
  0.089355,  0.713379,  0.585449,1478545181.614
  0.088867,  0.711914,  0.584473,1478545181.637
