-0.9678729,-0.4064760, 0.2267227,1478626971.268
-1.0419730,-0.3840907, 0.2232397,1478626971.275
-1.0907656,-0.3644672, 0.2328016,1478626971.298
-1.1226647,-0.3653819, 0.2297003,1478626971.328
-1.1301321,-0.3549441, 0.2134863,1478626971.343
-1.1545545,-0.3420818, 0.2171636,1478626971.358
-1.2004360,-0.3427107, 0.2339929,1478626971.380
-1.2521787,-0.3700650, 0.2531067,1478626971.395
-1.3043878,-0.4208767, 0.2833894,1478626971.418
-1.3746424,-0.4731085, 0.3229614,1478626971.440
-1.4558728,-0.5265703, 0.3644438,1478626971.455
-1.5409909,-0.5889294, 0.4124625,1478626971.479
-1.6349510,-0.6633815, 0.4723257,1478626971.493
-1.7411084,-0.7522529, 0.5502684,1478626971.515
-1.8569945,-0.8484925, 0.6496027,1478626971.538
-1.9882642,-0.9441782, 0.7751687,1478626971.553
-2.1510830,-1.0319350, 0.9350104,1478626971.575
-2.3428967,-1.1040654, 1.1176689,1478626971.644
-2.5280163,-1.1635686, 1.3041614,1478626971.651
-2.6971292,-1.2088575, 1.4886218,1478626971.663
-2.8576834,-1.2390028, 1.6698366,1478626971.665
-3.0299234,-1.2491338, 1.8627280,1478626971.680
 3.1034749,-1.2329552, 2.0246565,1478626971.695
 2.9912553,-1.1993906, 2.1382043,1478626971.718
 2.9018378,-1.1618673, 2.2299790,1478626971.740
 2.8309834,-1.1241241, 2.2995880,1478626971.755
 2.7811313,-1.0857228, 2.3412941,1478626971.778
 2.7534013,-1.0491885, 2.3590670,1478626971.793
 2.7393129,-1.0124969, 2.3640764,1478626971.816
 2.7354031,-0.9816555, 2.3596802,1478626971.855
 2.7423387,-0.9615848, 2.3371127,1478626971.855
 2.7660728,-0.9503350, 2.2880032,1478626971.883
 2.8145771,-0.9594815, 2.2136579,1478626971.898
 2.8787820,-0.9761235, 2.1331961,1478626971.913
 2.9694088,-0.9997590, 2.0168638,1478626971.935
 3.1129289,-1.0217175, 1.8208680,1478626971.958
-2.9733808,-1.0215358, 1.5625404,1478626972.003
-2.7724938,-0.9898735, 1.3167402,1478626972.004
-2.6012106,-0.9365308, 1.1100092,1478626972.018
-2.4626081,-0.8533171, 0.9364863,1478626972.033
-2.3633192,-0.7593059, 0.8072044,1478626972.055
-2.2862771,-0.6669733, 0.7018269,1478626972.078
-2.2162452,-0.5663143, 0.6163917,1478626972.093
-2.1577551,-0.4612176, 0.5710664,1478626972.115
-2.1228342,-0.3624776, 0.5558720,1478626972.138
-2.1102324,-0.3304385, 0.5685012,1478626972.160
