 -0.424316,  0.955566, -0.683105,1478540904.676
  0.367676,  0.482910, -0.525879,1478540904.676
 -0.116211,  0.218262, -0.805664,1478540904.697
  0.061035,  0.816895, -0.499023,1478540904.720
  0.096680,  0.607422, -0.430176,1478540904.735
  0.008301,  0.136230, -0.954102,1478540904.757
 -0.017578,  0.692383, -0.925293,1478540904.780
  0.040039,  0.643066, -0.592773,1478540904.795
  0.087402,  0.163574, -0.802246,1478540904.817
 -0.055176,  0.560547, -0.996582,1478540904.840
  0.152832,  0.577148, -0.584961,1478540904.855
 -0.028809,  0.129395, -0.957520,1478540904.878
  0.044922,  0.447266, -1.176758,1478540904.900
  0.082031,  0.523438, -0.623535,1478540904.915
 -1.020020, -0.011230, -1.013672,1478540904.937
 -3.375488, -1.873535, -0.782227,1478540904.960
 -3.141113,  1.535645, -2.061035,1478540904.974
 -1.752441,  1.270020,  0.624023,1478540904.997
  0.716309, -1.492188, -4.246582,1478540905.019
  1.057617,  2.326660,  0.026367,1478540905.034
 -1.239258,  0.866211,  2.438477,1478540905.057
 -0.168945,  0.551758,  0.235840,1478540905.072
  0.108398,  1.237305, -0.752930,1478540905.094
 -1.294922,  2.461426,  0.711426,1478540905.117
 -1.936523,  1.914063, -0.334961,1478540905.132
 -1.109863,  2.720703,  0.005371,1478540905.154
 -0.704102,  2.892578, -0.817383,1478540905.177
 -0.728027,  2.855957, -1.305176,1478540905.192
 -0.551270,  3.108398, -1.067383,1478540905.215
 -0.911621,  3.145508, -1.119141,1478540905.237
 -1.280273,  2.381836, -0.018066,1478540905.252
  0.147949,  0.583008, -1.745605,1478540905.275
  0.034180, -0.312500,  1.309570,1478540905.297
 -0.135742,  0.296387,  0.521973,1478540905.312
  0.551758,  0.206543, -1.627441,1478540905.335
  0.230469,  0.457520, -0.103516,1478540905.357
 -0.019043,  0.119141,  0.529297,1478540905.372
  0.189941, -0.102539, -2.163086,1478540905.395
 -0.112793,  0.243164, -0.697754,1478540905.417
  0.096191,  0.225586,  1.258789,1478540905.432
  0.208496, -0.065918, -0.947754,1478540905.455
 -0.060547, -0.244629, -1.050293,1478540905.477
  0.047852,  0.388184,  0.813477,1478540905.492
  0.033203,  0.062988, -0.226074,1478540905.514
 -0.134766, -0.479980, -0.970215,1478540905.537
  0.048828,  0.323242,  0.280273,1478540905.552
 -0.033203,  0.258789,  0.476563,1478540905.574
 -0.128418, -0.571289, -0.854004,1478540905.597
  0.080078,  0.041992, -0.344238,1478540905.612
 -0.111816,  0.501465,  0.619141,1478540905.634
 -0.036133, -0.359863, -0.408203,1478540905.657
 -0.000977, -0.322266, -0.467285,1478540905.672
 -0.079590,  0.415039,  0.286621,1478540905.694
 -4.312988,  1.101074,  8.723145,1478540905.725
 -2.361328,  0.451172,  4.333496,1478540905.732
 -3.192871, -0.038086,  0.885742,1478540905.755
 -1.233887, -0.763672, -1.827637,1478540905.777
 -2.145020, -1.145996,  0.766113,1478540905.792
  0.942871, -0.040527,  0.747070,1478540905.815
 -0.073242, -0.700684,  0.956055,1478540905.837
 -0.548828, -0.767578,  0.494141,1478540905.852
 -0.844727,  0.069336,  0.943359,1478540905.875
 -1.136230, -0.088379,  0.866211,1478540905.905
 -2.600098, -1.356445,  0.020996,1478540905.912
 -2.836914, -1.514648,  0.788086,1478540905.942
 -1.269043, -0.394531,  0.923828,1478540905.957
 -0.076660,  0.018066, -0.068848,1478540905.972
 -0.874512, -1.056152,  0.911133,1478540905.995
 -1.238770, -1.481934,  1.281738,1478540906.017
 -1.147949, -1.012207,  0.781250,1478540906.032
 -1.070801, -0.430664,  0.452637,1478540906.054
 -1.262207, -0.393555,  0.343262,1478540906.077
 -0.578125, -0.890137,  0.781250,1478540906.092
 -0.022461, -1.016113,  0.991211,1478540906.114
 -0.249023, -0.775879,  0.728027,1478540906.137
