 -764.3125,   20.3750, -782.7500,1478540846.132
 -378.2500, -244.1875, -445.5000,1478540846.139
  113.0625, -223.6875,  151.2500,1478540846.154
  663.3125,  -76.1875,  644.6875,1478540846.177
  668.1250,  111.6875,  698.0000,1478540846.199
  609.7500,  133.6875, -106.3750,1478540846.214
 -291.8750,  -88.8750, -640.0000,1478540846.251
 -589.1250,  -28.2500, -481.4375,1478540846.259
 -295.8750,  -21.0000,  -83.1875,1478540846.274
   50.3125, -234.6875,  455.8750,1478540846.296
  247.5625,    4.1250,  352.6875,1478540846.319
  467.5625,   48.6250,   47.8750,1478540846.342
  303.1875,  183.2500, -217.1250,1478540846.357
 -522.0625,    9.4375, -324.0625,1478540846.379
 -714.6250, -128.6250, -251.1250,1478540846.394
 -251.8750, -263.0625,  199.6875,1478540846.417
  329.3750, -102.3125,  574.8125,1478540846.439
  413.8125,    2.1875,  401.0000,1478540846.454
  438.5625,   62.5000,   -7.3750,1478540846.477
 -384.7500,  -44.7500, -776.1250,1478540846.499
-1053.3125,  238.1250,-1164.8750,1478540846.514
 -146.5000,  -97.8125, -155.0000,1478540846.537
  439.4375, -119.9375,  393.3750,1478540846.560
  746.1250, -131.0625,  946.0625,1478540846.574
  591.6875, -213.4375,  729.5625,1478540846.597
  727.0000,   -6.7500, -151.3125,1478540846.627
 -523.2500, -449.0000, -962.8750,1478540846.634
-1684.1875,  362.8125,-1549.4375,1478540846.657
 -324.3750, -377.5625,  -89.7500,1478540846.679
  335.2500,  -18.5000,  319.5625,1478540846.694
  990.2500,  -52.1250, 1033.1875,1478540846.724
 1231.5000, -245.0000,  837.9375,1478540846.739
 1321.7500, -121.6250,  -25.1250,1478540846.754
  -58.5625, -245.0000, -647.8750,1478540846.776
-1999.0000, -194.9375, -678.1875,1478540846.799
 -632.6875, -256.7500, -647.8125,1478540846.814
  167.4375,  143.6250,  459.5625,1478540846.844
  427.8125,  104.8125,  858.2500,1478540846.852
  540.1875, -118.3125,  547.5000,1478540846.874
  418.3125,  -53.6250, -306.9375,1478540846.897
 -381.2500, -170.5000, -888.3125,1478540846.919
 -823.5625, -338.1875, -812.7500,1478540846.942
 -699.5000, -161.6875, -164.3125,1478540846.964
 -142.8125,  100.9375,  104.5625,1478540846.972
  -17.2500,  -18.5625,  454.5625,1478540846.994
  432.6250,   48.3125,  418.0000,1478540847.017
  516.0625,   46.3125,  143.1250,1478540847.032
  227.6250,    7.0000, -140.3750,1478540847.054
  147.6875,  -50.7500, -317.6875,1478540847.084
  -81.4375,   84.5000, -387.4375,1478540847.092
